Bransje_ID,Erfaring,Struktur,Driv,Samarbeid,Ekstroversjon,Skill_Match,Jobb_Hopping,IQ,Hired,Flight_Risk,Markedsverdi
3,4,6,2,4,8,67,1,101,1,0,1123389
1,12,1,1,1,1,88,0,115,0,0,1330147
1,2,2,2,8,3,76,5,112,0,1,642414
2,4,10,4,3,1,64,0,107,1,0,897954
4,0,1,1,8,1,54,0,114,0,0,778397
2,16,9,9,4,3,20,5,107,0,1,960338
2,21,5,4,7,8,33,0,131,1,0,1061953
3,5,8,3,1,7,53,1,132,1,0,716982
0,9,4,2,2,2,20,4,118,0,1,1109049
2,19,6,3,3,9,21,0,107,0,0,1108982
3,11,2,9,6,3,29,3,97,1,1,821432
2,19,8,9,4,6,49,0,123,0,0,1153595
1,8,9,4,7,6,54,5,117,0,1,1133831
3,15,8,10,6,1,62,5,139,1,1,934405
2,22,5,3,9,8,75,2,101,1,0,1273094
0,20,4,3,4,5,39,5,115,0,1,1582872
4,6,10,1,6,8,58,5,119,1,1,784642
1,6,3,2,1,6,34,1,106,0,0,1580324
1,6,4,1,7,3,60,3,92,0,1,765579
3,8,8,4,6,3,81,1,97,1,0,1013683
4,5,2,7,1,10,38,0,87,0,0,597685
3,9,5,8,4,7,54,1,119,0,0,905902
1,6,3,7,3,9,80,2,104,1,1,1287043
2,5,3,4,1,6,78,1,107,0,0,703412
2,24,8,3,10,4,27,5,91,1,0,1103053
2,23,5,1,8,4,45,0,96,1,0,934522
3,11,1,10,1,3,64,0,124,0,0,974178
1,3,1,4,10,7,70,3,110,0,1,966581
4,7,6,6,4,7,73,1,92,0,0,881583
0,22,5,8,1,5,52,0,137,1,0,1561949
3,12,3,3,9,10,41,3,128,1,1,1193964
2,23,1,5,10,8,50,5,97,1,1,1222054
3,18,4,3,3,6,44,4,140,1,1,1358623
1,16,10,1,4,2,38,5,115,1,1,1539992
4,11,10,10,5,7,43,0,119,1,0,890430
2,23,5,2,5,2,75,3,124,0,0,1048543
4,11,10,8,9,4,51,4,95,1,1,893541
3,17,4,7,7,9,64,0,119,0,0,1072680
4,0,5,3,7,1,37,4,102,0,1,588805
1,20,3,5,2,6,80,2,105,1,0,1211204
4,0,3,10,6,2,24,2,103,0,0,461247
4,3,3,2,10,2,71,1,86,0,0,824250
1,2,7,6,7,10,90,5,124,1,1,608864
4,11,9,7,4,4,87,0,124,1,0,738069
1,14,9,3,5,5,36,3,98,0,1,1000164
1,16,6,10,6,7,23,2,112,1,0,1130536
1,0,8,3,3,10,28,0,112,0,0,547858
0,17,1,2,2,1,51,4,139,1,1,1538056
4,0,4,4,3,8,29,3,86,0,0,628845
1,18,9,5,3,5,23,3,102,1,1,1135895
4,9,3,10,6,4,22,2,109,1,0,675329
0,2,10,1,9,2,61,3,118,1,1,1148064
3,18,6,7,9,2,90,4,117,1,1,1413713
4,3,3,9,10,4,97,4,104,0,1,821030
1,11,6,5,9,8,34,5,101,1,1,725480
2,17,2,2,6,1,30,1,132,0,0,867630
4,18,2,9,9,9,33,3,119,1,0,1102297
1,8,7,6,2,9,76,4,99,1,1,1119551
2,20,1,9,6,10,24,0,130,0,0,928861
3,8,9,4,9,6,87,1,122,1,0,1177473
4,2,5,8,5,3,77,1,118,0,0,591329
4,20,4,5,6,7,22,0,121,1,0,1150448
3,12,8,10,6,5,23,2,95,1,0,1298528
1,21,9,2,4,4,72,0,122,1,0,1691513
2,15,9,2,6,3,47,1,121,1,0,1048380
1,3,4,7,5,10,85,3,130,1,1,591685
2,20,1,6,1,10,79,5,113,0,1,946759
4,3,10,1,9,5,70,3,85,1,0,563748
1,14,5,8,2,8,21,1,124,1,0,1429675
0,24,2,8,2,10,46,2,114,1,0,1393239
1,19,1,5,2,10,56,5,129,1,1,1629667
4,18,3,10,1,9,62,1,101,1,0,941382
4,11,6,7,2,5,56,2,114,1,0,920264
1,20,3,5,1,3,51,2,106,1,0,1598129
2,11,5,6,8,3,79,4,133,1,1,701550
2,25,6,10,10,7,51,1,135,1,0,1057575
1,15,1,10,5,10,83,0,93,1,0,1681656
0,4,5,10,7,4,69,1,133,1,0,899812
4,17,10,1,10,8,69,1,125,1,0,907060
1,20,1,10,4,8,36,0,106,1,0,1737750
1,3,2,1,10,10,59,2,85,1,1,1129048
2,12,4,7,6,6,61,1,120,1,0,954489
1,20,4,2,7,5,57,0,116,1,0,1622753
2,0,8,5,6,2,43,5,107,1,1,510161
0,23,9,1,2,8,37,0,125,0,0,1258329
4,25,7,10,10,1,30,5,97,1,0,1254697
1,0,1,7,2,10,77,3,118,1,1,665696
3,9,1,1,7,1,27,3,124,0,1,1182552
3,1,8,5,2,8,24,2,134,1,1,875657
0,25,8,2,8,8,64,0,111,1,0,1183831
2,25,3,10,6,5,81,0,103,1,0,1286157
4,20,9,9,7,2,96,0,80,1,0,904060
0,6,6,9,3,5,35,5,147,1,1,981487
4,3,8,10,10,1,82,3,96,1,0,781987
3,2,3,3,1,6,86,4,105,1,1,728580
2,3,9,3,6,8,81,0,127,1,0,768252
2,13,4,8,6,10,85,2,95,1,0,862004
4,11,5,7,5,1,89,1,97,1,0,955265
3,22,2,2,6,7,24,0,121,0,0,1042550
2,21,7,4,9,1,92,5,115,1,1,1265555
2,6,7,2,1,1,48,2,100,0,0,852229
3,0,6,9,7,7,43,2,98,1,1,1005520
3,1,8,1,10,7,71,2,117,1,1,913501
0,13,10,6,3,1,48,1,133,1,0,1027186
3,0,10,8,1,2,60,5,95,1,1,1018309
2,9,3,3,4,10,64,5,98,1,1,785047
4,10,3,5,5,5,82,0,91,1,0,951524
3,5,9,3,5,6,26,0,105,1,0,1107130
4,11,7,1,8,1,57,1,97,1,0,1012917
3,19,2,3,5,8,71,3,96,0,1,1127318
4,20,3,7,4,1,66,4,81,1,0,866048
3,12,2,2,10,2,22,0,104,0,0,1095436
1,17,9,4,3,7,64,0,92,1,0,1012571
2,3,7,1,4,8,42,0,125,0,0,849625
2,18,4,5,7,1,49,1,98,1,0,1207728
0,0,1,7,3,5,93,1,111,1,0,663976
3,10,1,7,10,7,35,4,129,1,1,978812
3,14,4,1,2,9,60,0,123,1,0,1218866
0,24,7,8,5,8,36,3,122,1,0,1122730
0,9,10,10,5,9,30,1,114,1,0,1183463
1,13,1,10,3,9,45,0,106,1,0,1350682
4,20,1,6,2,8,47,2,96,1,0,1159804
3,21,5,6,7,7,55,5,104,1,1,1381324
3,18,7,1,4,1,84,1,135,1,0,1230644
0,2,1,2,6,5,44,0,115,1,0,805118
2,7,3,2,5,10,94,3,103,1,0,800351
0,24,10,8,2,4,98,1,116,1,0,1651262
0,19,1,10,1,10,56,2,139,1,0,1529994
2,21,1,10,5,10,93,3,129,1,0,901732
3,10,1,7,8,3,71,0,126,0,0,1134174
4,14,9,8,3,7,88,0,97,1,0,1076416
1,17,1,10,6,7,65,4,116,1,1,885670
2,5,10,2,2,5,64,5,121,1,1,873998
2,1,9,2,9,2,99,3,122,1,0,556219
4,0,1,3,2,5,21,4,92,0,1,587209
3,24,8,9,3,6,76,1,134,1,0,1539790
4,18,2,5,10,9,76,0,120,1,0,973976
2,4,6,7,7,10,77,0,110,1,0,848377
1,12,6,7,6,8,100,2,121,1,0,1370128
2,13,7,9,6,4,76,3,124,1,0,973338
1,24,7,9,9,1,25,2,98,1,0,1721449
1,15,1,4,2,6,93,4,85,1,1,1460284
2,8,9,9,1,5,77,2,101,1,0,859195
3,23,10,6,7,1,43,3,96,1,1,1423215
0,14,8,4,10,9,84,4,146,1,1,1353052
3,25,9,6,6,6,55,2,111,1,0,1500829
3,25,7,6,2,1,55,4,138,1,1,1461373
0,1,5,1,4,7,33,4,148,1,1,1050684
4,7,3,8,6,5,38,4,106,0,1,790529
3,8,6,6,5,2,66,3,127,1,1,957121
0,22,10,5,6,5,26,2,142,1,0,1272787
1,20,7,10,7,2,69,2,93,1,0,1843339
4,10,4,1,6,8,66,3,113,0,0,880736
2,2,6,5,7,3,25,2,121,0,0,562684
1,24,6,8,9,9,52,2,117,1,0,1698510
0,23,6,8,7,10,89,5,100,1,1,1190846
4,19,6,2,4,4,66,1,81,1,0,1146748
0,2,9,2,8,9,27,0,123,1,0,1183167
1,10,9,1,4,4,33,1,95,1,0,1113007
2,16,3,9,10,2,100,5,127,1,1,1115889
2,18,3,2,8,1,61,5,104,1,1,1110356
1,0,6,3,1,9,22,2,115,0,1,696977
4,6,4,1,2,3,52,4,116,0,1,843377
0,15,2,1,3,8,21,0,121,0,0,1113250
3,25,9,8,6,8,49,0,110,1,0,1505020
3,17,7,10,9,9,44,1,96,1,0,1029030
4,7,7,2,7,10,74,2,116,0,0,768578
3,15,3,3,8,4,52,2,106,0,0,945347
1,21,4,4,1,1,42,5,102,1,1,1752423
1,8,2,3,1,6,69,1,103,0,0,1471483
4,24,5,5,5,4,38,3,114,1,0,948758
1,23,3,4,3,3,53,3,106,1,1,1350648
2,21,10,9,1,5,65,0,95,0,0,1117062
4,14,7,3,8,8,55,5,82,1,1,880341
1,6,6,8,4,9,83,3,117,1,1,1404129
4,21,3,7,7,4,80,0,83,1,0,947038
0,19,2,4,2,2,70,1,120,1,0,1037680
4,0,1,4,7,1,97,0,83,0,0,481808
3,20,3,3,6,8,43,0,139,1,0,1212328
3,22,2,7,7,2,98,2,110,0,0,1444096
1,15,4,3,5,1,99,1,110,0,0,825591
0,0,9,2,8,10,81,0,131,1,0,867743
3,23,7,1,8,2,28,1,95,1,0,1462281
1,15,8,7,4,10,81,5,95,1,1,1071224
0,19,8,9,6,7,46,2,149,1,0,1447782
4,22,2,3,1,7,28,3,111,1,0,1235690
0,15,5,6,6,4,79,5,100,1,1,1314496
0,0,1,6,2,9,86,1,119,1,0,931607
3,0,3,9,3,6,61,5,120,1,1,1094258
3,16,1,10,9,3,87,1,100,0,0,1021061
3,22,7,10,6,5,50,1,133,1,0,1145513
3,11,4,8,3,5,57,1,139,0,0,1066468
3,6,10,7,2,4,71,0,100,1,0,924735
4,22,8,5,5,10,26,1,116,1,0,1203105
4,3,4,2,1,4,60,3,91,0,0,696513
1,11,8,5,3,5,87,3,88,1,1,1137546
3,16,6,5,1,8,74,3,107,1,1,1248976
3,3,5,5,4,6,77,5,117,1,1,675594
1,21,1,4,7,3,46,3,101,1,1,1214944
0,8,1,9,10,10,82,0,110,1,0,1019765
3,14,3,9,9,4,64,2,105,0,0,906978
3,1,6,6,3,9,47,3,105,1,1,759987
4,16,3,3,3,8,35,2,101,1,0,1004256
4,13,3,4,5,6,67,4,115,0,0,743693
3,2,1,5,6,6,87,0,102,0,0,680015
3,1,1,2,9,1,31,2,123,0,1,740966
0,22,3,5,1,10,94,0,109,1,0,1366856
1,16,4,10,7,4,49,0,87,1,0,982309
0,2,8,9,2,3,21,5,121,1,1,915368
1,8,2,9,2,3,47,2,112,1,1,1582321
3,17,4,2,2,8,60,4,116,1,1,1422114
1,19,10,5,10,8,82,5,125,1,1,1065695
0,10,1,9,5,1,64,2,111,1,1,1244699
4,16,4,8,4,7,83,3,80,0,0,984458
4,14,4,10,5,8,27,1,100,1,0,1079380
0,7,3,4,2,4,69,2,136,1,1,760126
1,12,4,5,2,9,71,0,124,1,0,1231693
3,24,2,1,9,5,63,0,111,0,0,1373703
3,16,8,7,2,2,85,2,96,1,0,1211417
0,6,3,8,10,5,62,5,113,1,1,1216055
4,15,9,2,4,2,75,5,99,1,1,965632
2,21,9,8,9,1,70,1,131,1,0,1208959
4,24,7,7,4,5,93,5,100,1,0,1200182
2,19,2,1,6,7,86,3,129,1,0,1180938
2,21,2,4,3,10,36,2,92,0,0,928872
4,3,5,9,2,3,92,2,103,0,0,803087
2,18,6,1,9,5,64,2,93,1,0,834808
0,14,2,2,9,5,59,4,148,1,1,936661
0,16,6,5,2,2,90,0,109,1,0,1070168
4,10,5,5,2,1,45,2,86,0,0,829772
3,13,10,5,3,5,46,1,133,1,0,1061732
0,4,4,9,5,4,75,5,111,1,1,1037866
3,0,6,3,5,9,46,0,121,1,0,956039
0,19,10,6,4,7,30,0,104,1,0,1254562
2,18,4,5,7,3,87,2,133,1,0,858282
4,23,2,2,4,6,81,5,90,1,1,975199
3,7,1,3,4,8,64,4,119,0,1,728536
1,7,2,7,5,4,53,1,92,0,0,1421402
4,21,5,10,5,7,83,2,124,1,0,938308
4,6,10,10,3,1,66,4,98,0,1,850203
2,0,1,10,5,4,82,3,106,0,0,784582
2,14,10,8,6,4,55,4,124,1,0,794670
4,2,5,1,9,9,24,0,90,0,0,547962
1,17,2,5,5,4,83,1,101,1,0,961065
0,1,10,10,6,6,78,1,131,1,0,831393
3,20,5,6,10,6,46,0,122,1,0,1328382
2,21,4,6,9,5,81,4,126,1,0,870816
2,1,6,6,8,6,32,5,120,1,1,526603
4,5,8,5,4,4,83,5,109,1,1,619529
0,16,8,2,5,9,37,0,124,1,0,1442646
4,9,5,8,2,2,31,0,106,0,0,974565
3,12,9,1,6,9,92,0,132,1,0,1128297
4,15,1,8,8,8,33,5,125,1,1,951052
0,17,7,7,10,1,45,3,100,1,1,1052956
2,24,9,8,5,3,68,4,114,1,0,991042
4,8,6,10,10,5,87,3,125,1,0,625980
0,25,7,6,10,3,100,4,108,1,1,1692097
4,3,4,6,3,9,77,3,121,0,0,837115
1,16,4,8,10,10,48,2,107,1,0,1545049
1,24,3,7,7,9,76,2,87,1,0,1921412
3,25,10,4,7,2,48,1,133,1,0,1239982
3,17,10,5,1,6,100,1,126,1,0,1105605
2,2,6,3,2,9,27,0,99,0,0,631846
3,6,6,1,2,1,80,4,96,1,1,1103053
2,10,2,3,5,8,67,2,93,1,0,679626
1,25,9,9,3,8,34,5,129,1,1,1551772
2,14,1,2,1,6,45,5,112,0,1,735389
3,20,10,4,10,1,77,2,121,1,0,1279186
4,8,8,10,5,9,67,4,90,1,1,774828
2,12,2,9,3,3,61,5,97,0,1,1075652
3,17,8,1,9,7,23,1,100,1,0,916779
0,10,3,6,2,5,28,0,121,1,0,1379377
4,22,4,10,7,1,80,3,100,1,0,1214403
3,6,10,3,9,5,93,1,105,1,0,776494
4,0,6,6,8,4,25,4,116,0,1,727931
3,21,4,3,2,5,53,2,113,1,0,1229629
3,24,4,3,8,8,30,2,123,0,0,1182986
1,24,1,2,3,10,56,2,112,1,0,1352496
1,20,4,4,2,9,52,1,112,1,0,1169113
4,25,10,6,7,2,81,1,98,1,0,955121
3,5,9,1,2,8,99,2,104,1,1,1117585
0,3,4,1,10,3,89,1,127,1,0,701633
0,15,5,3,10,7,75,2,107,1,0,1337040
3,2,4,8,5,7,85,2,140,1,1,1046617
0,15,4,4,9,8,92,2,105,1,0,919913
0,4,5,9,9,10,73,4,146,1,1,868152
4,17,3,8,3,4,49,1,84,1,0,832488
3,21,1,1,3,10,100,2,130,0,0,995959
4,14,1,10,7,3,67,5,83,1,1,915214
4,24,7,10,7,6,87,2,86,1,0,1019292
0,20,5,10,10,5,90,1,111,1,0,1271832
0,18,6,7,3,7,69,5,128,1,1,1437275
2,15,10,6,2,10,89,2,100,1,0,1023788
0,1,5,5,9,5,56,1,118,1,0,1112372
2,18,7,8,8,2,75,2,109,1,0,828345
2,8,5,9,5,9,94,5,96,1,1,1044518
0,18,8,1,1,9,85,3,102,1,1,1467298
1,6,9,4,10,2,38,1,120,0,0,1073319
3,2,8,3,4,3,88,5,99,1,1,1000875
4,7,5,1,5,4,36,3,121,1,0,849133
0,8,2,4,10,8,81,5,141,1,1,1146673
0,21,7,7,1,2,20,3,105,0,1,1518319
4,18,5,5,8,4,59,2,104,1,0,953081
1,3,3,2,2,6,86,5,116,0,1,1557955
0,2,2,6,5,8,69,4,105,1,1,881733
1,16,10,9,9,8,37,2,88,1,0,891393
1,25,7,8,6,3,50,0,94,1,0,1399125
2,20,3,4,3,9,99,5,129,1,1,1196865
3,5,5,7,6,9,35,5,128,1,1,1103648
1,21,3,3,2,2,82,2,86,1,0,1775765
0,0,4,7,10,8,84,1,147,1,0,1190405
0,25,3,7,9,2,62,5,116,1,1,1358191
0,3,8,9,8,9,75,1,136,1,0,974140
0,25,1,8,5,5,49,2,104,1,0,1431655
0,13,4,10,9,7,65,2,148,1,0,1115112
0,6,4,3,4,3,52,0,144,1,0,951152
1,17,7,7,10,7,67,4,105,1,1,1530811
4,11,4,9,10,4,97,2,102,0,0,1013352
3,9,6,1,1,4,62,5,126,1,1,1033442
2,4,9,9,3,3,44,5,123,1,1,668658
2,2,2,8,2,7,31,4,96,0,1,556525
4,20,9,1,1,6,32,1,114,1,0,916776
1,24,7,5,4,6,52,4,103,1,1,1645551
2,12,10,7,2,4,80,0,122,1,0,742893
4,18,5,4,1,10,84,0,99,1,0,999288
0,12,6,6,8,1,52,4,100,1,1,991224
1,6,3,6,8,9,39,5,96,1,1,927193
1,9,7,6,3,1,59,3,116,0,1,1181794
3,5,4,10,1,2,98,0,131,0,0,947084
1,18,7,4,2,4,79,0,93,1,0,1020302
4,9,2,9,3,3,90,0,99,0,0,955853
2,10,6,10,3,1,25,1,100,0,0,959114
1,4,8,8,5,8,47,5,100,1,1,1202628
2,24,10,1,7,7,32,2,125,1,0,1086999
0,12,3,3,2,4,62,2,117,1,0,1012550
2,24,8,1,3,3,34,2,90,1,0,1335290
3,1,2,6,8,4,32,5,124,0,1,712680
3,23,1,7,5,2,85,4,111,0,1,1367907
0,16,8,2,7,10,49,5,118,1,1,938061
0,10,1,10,9,6,55,5,100,1,1,822216
2,9,9,10,7,7,52,4,121,1,1,985121
4,0,2,9,10,4,41,1,104,0,0,703463
0,11,2,9,10,3,50,1,114,1,0,1243647
4,0,8,6,3,8,95,5,81,0,1,659994
0,17,3,3,8,10,43,2,115,1,0,1121291
4,16,1,1,4,3,92,2,83,0,0,1018945
2,13,7,3,4,2,49,4,132,1,0,742007
2,21,8,3,2,2,66,4,91,1,0,1048189
3,24,7,9,7,1,86,4,128,1,1,1148669
3,3,4,3,4,8,38,4,119,1,1,641080
1,5,6,1,1,5,100,0,111,0,0,1556327
1,8,10,5,3,10,74,2,124,1,1,1373592
0,7,7,8,6,6,59,0,100,1,0,1004992
2,3,1,9,2,7,99,5,98,0,1,768281
1,15,1,3,4,4,92,3,100,1,1,1396501
3,4,8,10,7,1,24,5,106,1,1,872874
3,5,4,1,9,5,70,0,111,1,0,1183090
4,17,1,3,10,10,37,2,122,1,0,800539
3,9,8,9,4,3,87,5,123,1,1,1042504
2,8,5,1,1,3,90,4,115,0,1,671291
0,10,1,4,10,7,56,4,117,1,1,1332903
2,24,8,4,2,5,66,4,113,1,0,1265241
1,6,8,2,10,5,59,4,130,0,1,1578029
3,0,3,2,1,5,95,2,127,0,1,712688
0,9,8,6,6,6,63,3,146,1,1,1323699
0,7,1,3,5,7,75,5,123,1,1,880693
4,10,8,5,1,4,53,5,84,1,1,814393
4,5,1,6,6,3,90,4,125,0,1,829025
2,4,10,1,10,7,73,0,116,1,0,761021
1,22,9,6,6,7,40,0,115,1,0,1699202
1,7,7,5,1,3,37,3,114,0,1,1618897
4,12,8,9,3,2,35,0,123,1,0,788725
2,18,7,10,2,5,40,4,134,1,0,1201701
0,2,10,3,2,8,82,3,144,1,1,742867
4,21,1,10,4,7,60,3,112,1,0,931294
0,12,6,9,3,8,37,2,109,1,0,1308637
3,5,3,10,3,2,75,1,113,0,0,871033
4,22,6,6,5,1,92,4,93,1,0,1102005
3,4,1,10,10,5,33,1,105,0,0,1174320
1,3,5,3,3,1,100,4,88,0,1,1033218
1,22,6,2,1,8,26,3,98,1,1,1640133
2,19,10,10,3,5,99,1,97,1,0,952473
2,2,5,5,10,4,38,5,118,1,1,871251
1,6,3,9,8,7,89,4,121,1,1,933483
0,4,2,6,10,4,95,1,124,1,0,889942
4,17,8,6,3,7,60,0,84,1,0,1134889
1,16,4,7,1,2,100,4,93,1,1,1094748
0,3,9,7,6,10,47,2,137,1,1,879396
0,23,3,10,4,3,34,3,120,1,1,1468408
3,9,1,5,4,2,74,5,121,0,1,881018
2,18,5,9,3,7,30,1,105,0,0,1098075
2,8,9,5,5,3,69,1,98,1,0,956891
2,4,3,3,4,1,24,0,116,0,0,619514
0,5,7,2,3,2,48,4,133,1,1,1056711
0,2,9,2,5,4,91,4,124,1,1,710471
2,24,7,8,8,2,21,4,132,1,0,1246459
0,3,4,5,9,6,65,2,132,1,1,907609
3,18,1,4,6,3,55,5,124,0,1,1288661
3,25,8,5,4,3,69,1,121,1,0,1381822
1,20,5,10,5,9,79,4,111,1,1,1879578
0,18,2,9,7,1,61,0,131,1,0,1412410
2,22,8,7,7,1,66,5,113,1,1,1315937
4,9,1,4,4,6,35,1,104,0,0,683921
0,8,9,7,2,10,52,2,149,1,1,908640
1,5,3,9,1,5,37,2,118,1,1,1419279
1,20,7,3,1,5,74,1,91,1,0,1220319
3,23,5,4,1,1,55,4,97,1,1,1189534
3,25,4,5,4,6,92,5,115,0,1,1240061
2,13,2,10,9,1,45,4,104,1,0,902735
2,11,5,5,10,2,36,5,130,1,1,977691
3,2,7,9,7,2,55,2,106,1,1,1132634
2,19,10,10,3,5,21,4,100,0,0,1074643
3,5,7,7,6,3,74,2,103,1,1,824364
0,16,6,6,4,2,84,5,111,1,1,994139
1,3,10,10,2,1,47,2,101,0,1,1240854
0,23,10,1,1,9,58,4,133,1,1,1162737
3,2,10,1,2,3,99,2,129,1,1,874348
4,11,3,7,10,4,40,5,113,0,1,713642
0,18,5,4,6,3,86,2,136,1,0,1532516
0,22,5,5,1,5,21,4,130,1,1,1375341
2,7,8,9,9,1,86,3,131,1,0,1003905
2,15,5,4,9,5,34,5,125,1,1,870012
1,17,8,2,2,2,35,4,120,0,1,1061440
2,25,8,10,10,1,89,5,101,1,0,1232686
3,4,6,1,3,7,87,3,106,1,1,1072068
3,12,6,3,9,9,46,4,133,1,1,844734
4,5,1,3,6,10,56,4,95,0,1,606965
3,0,4,3,9,5,97,3,116,0,1,1087937
4,8,3,4,2,5,64,4,91,0,1,744507
2,7,4,6,9,5,51,1,107,1,0,888992
0,0,2,2,10,3,26,3,120,1,1,1186150
3,1,10,1,4,1,83,3,104,1,1,1073566
2,6,1,10,10,5,47,0,134,1,0,919917
3,12,6,2,9,2,29,0,103,1,0,1133552
3,13,5,1,8,5,79,1,132,1,0,818702
0,8,1,2,3,10,45,5,123,1,1,1323779
0,2,6,1,3,8,36,1,141,1,0,1027775
3,18,9,8,7,10,43,3,131,1,1,1232839
4,22,7,2,5,10,43,0,99,1,0,1178196
1,25,9,9,3,10,21,5,106,1,1,1497740
1,5,10,3,8,7,48,3,120,0,1,1332291
3,2,8,5,6,10,72,4,137,1,1,638288
0,2,8,8,1,5,73,3,138,1,1,788397
0,18,7,9,6,10,80,5,125,1,1,1305642
3,12,9,7,10,5,84,0,131,1,0,1331423
3,6,4,7,5,9,76,3,140,1,1,977590
1,16,2,9,9,5,70,3,88,1,1,1143912
2,12,3,6,8,9,33,1,100,0,0,984461
2,7,5,3,9,10,89,3,104,1,0,810316
1,23,8,5,10,2,32,2,121,1,0,1306982
2,0,2,7,10,6,73,2,91,1,0,734506
2,22,6,10,1,4,86,4,118,0,0,975195
3,6,9,6,7,5,40,0,129,1,0,980449
0,14,8,10,10,5,72,1,131,1,0,1266293
3,1,9,5,3,10,94,5,109,1,1,1025526
1,9,10,4,3,4,53,3,104,0,1,1131846
4,13,5,7,9,3,92,3,87,1,0,983177
1,10,6,2,3,10,93,4,88,1,1,1145321
0,7,2,5,8,9,60,4,133,1,1,1159083
4,22,2,8,5,9,64,1,82,1,0,1165014
0,12,8,6,3,7,93,2,113,1,0,1362635
1,9,2,2,8,10,37,2,130,1,1,985620
2,11,10,9,3,8,64,0,133,1,0,964611
0,24,9,1,8,3,85,2,131,1,0,1284581
1,14,10,3,8,6,55,0,107,1,0,976936
1,12,4,3,7,3,86,5,102,0,1,1302686
3,6,3,9,7,3,50,0,108,0,0,1028433
0,6,2,2,9,3,40,2,100,1,1,1135852
4,10,6,8,8,6,88,3,101,0,0,885326
0,19,3,1,6,7,34,4,147,1,1,1502845
3,10,8,9,6,5,25,1,97,1,0,786791
4,9,6,3,7,6,23,4,106,0,1,752983
3,0,10,4,5,10,89,5,102,1,1,568254
3,7,8,1,6,7,49,5,133,1,1,1153785
1,25,5,10,5,10,37,4,109,1,1,1982981
2,8,3,6,2,8,99,5,131,1,1,945578
0,14,1,5,1,10,69,3,121,1,1,1128537
3,17,8,2,4,2,71,0,135,1,0,1023382
0,15,10,8,6,10,39,0,126,1,0,1025986
3,20,7,9,6,1,23,2,140,1,0,987899
3,5,4,3,4,5,88,5,107,0,1,896706
4,11,1,8,3,5,58,1,83,0,0,976413
4,19,8,5,4,2,51,0,87,1,0,893676
0,2,2,1,5,7,60,0,101,1,0,832690
2,8,1,8,4,1,68,2,133,0,0,834851
4,17,3,2,6,1,55,4,104,1,0,1136391
0,1,5,2,8,3,57,5,134,1,1,1058667
3,18,7,2,5,7,63,2,105,1,0,1060614
3,5,7,4,7,2,54,3,113,1,1,992671
3,23,4,10,1,10,36,0,112,1,0,1483658
4,7,9,2,2,6,76,0,123,1,0,616468
0,15,3,3,4,4,52,0,136,1,0,1478788
0,9,2,8,7,3,90,2,122,1,1,963921
4,19,1,5,3,9,41,4,114,1,0,1005791
1,16,1,7,4,1,95,1,93,1,0,1584351
4,7,5,3,7,9,33,3,112,1,0,840902
4,0,8,1,9,2,72,5,107,1,1,668897
4,11,2,7,3,9,97,3,123,0,0,767243
2,23,8,3,9,8,20,2,109,1,0,1100873
4,1,10,8,7,10,30,4,122,0,1,485040
4,9,6,4,10,5,53,2,124,1,0,978241
1,12,7,1,9,3,80,3,128,1,1,1195130
2,7,9,7,5,3,47,0,110,1,0,632370
2,24,5,10,8,6,62,2,115,1,0,1252713
0,17,2,4,6,9,83,5,136,1,1,1225016
0,6,4,8,4,8,31,5,101,0,1,859268
0,15,8,5,7,4,67,4,135,1,1,1483385
2,7,9,7,1,3,42,1,134,1,0,847721
3,23,9,5,5,10,58,3,106,1,1,1510566
2,5,6,10,10,7,53,1,119,1,0,738385
3,6,7,5,4,6,64,4,112,1,1,1164512
0,1,5,9,4,10,53,1,150,1,0,749482
0,15,6,5,10,9,71,4,148,1,1,1392221
1,15,10,4,8,1,54,3,123,0,1,1291205
0,15,4,3,9,9,57,1,107,1,0,1214651
0,22,4,2,9,6,24,5,124,1,1,1595184
3,6,7,2,3,9,68,3,101,1,1,706599
1,20,10,2,10,4,66,5,88,0,1,1829805
2,15,4,8,4,9,74,5,101,0,1,976580
1,12,10,6,4,8,83,0,108,1,0,1296656
1,2,2,4,6,6,81,2,107,0,1,630967
2,10,10,5,7,5,20,4,113,1,1,756750
0,19,7,7,1,1,45,3,135,1,1,1085607
2,9,10,2,6,7,90,0,130,1,0,697841
0,5,10,10,1,2,76,1,115,1,0,1279546
0,1,3,5,4,3,73,4,141,1,1,979018
3,2,9,5,8,6,95,3,103,1,1,816586
0,4,4,2,6,7,49,0,111,1,0,705343
3,22,8,1,2,6,84,2,110,1,0,1087133
1,10,2,9,4,7,91,4,90,1,1,1369594
4,21,10,2,2,7,46,0,116,1,0,966912
4,21,10,5,10,8,32,2,112,1,0,1127020
0,10,10,7,10,2,36,3,126,1,1,957109
0,24,6,2,4,3,59,3,118,0,0,1532824
0,24,6,8,6,2,66,3,123,1,0,1525714
1,17,10,7,6,1,69,5,98,1,1,1287745
4,8,9,5,1,4,48,3,102,1,0,926285
1,9,2,4,8,5,59,1,128,0,0,831271
1,5,10,6,4,9,70,3,114,1,1,1274242
3,10,9,9,4,2,83,4,115,1,1,788915
0,18,7,9,1,3,100,2,106,1,0,1420041
2,24,9,1,2,8,79,2,117,0,0,1016832
3,13,2,10,2,1,91,0,115,0,0,956546
0,13,5,7,5,4,58,2,106,1,0,1216175
